project,technologies
gitbook,"['changesets', 'github-action', 'npm', 'tsconfig', 'turborepo', 'vscode']"
coreutils,"['cargo', 'cargo-make', 'clippy', 'codecov', 'cross', 'devcontainer', 'docker', 'github', 'github funding', 'github-action', 'jekyll', 'markdownlint', 'pre-commit', 'renovate', 'rustfmt', 'vscode']"
ha_xiaomi_home,"['github issues', 'github-action']"
retrofit,"['github-action', 'gradle', 'gradle-wrapper', 'npm', 'tsconfig']"
openssl,"['dependabot', 'github funding', 'github-action']"
ember.js,"['codeclimate', 'dependabot', 'github-action', 'npm', 'pnpm', 'tsconfig']"
searxng_searxng,"['dependabot', 'devcontainer', 'docker', 'github issues', 'github-action', 'npm', 'stylelint', 'tsconfig', 'vscode']"
RevokeMsgPatcher,"['appveyor', 'github issues', 'github-action']"
keycloak_keycloak,"['ansible', 'dependabot', 'docker', 'eslint', 'github', 'github issues', 'github-action', 'log4j', 'maven', 'maven-wrapper', 'mocha', 'npm', 'pnpm', 'spring', 'tsconfig']"
n,"['github funding', 'markdownlint', 'npm']"
ShareX,"['github funding', 'github-action']"
Flowise,"['docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'nodemon', 'npm', 'pnpm', 'swagger', 'tsconfig', 'turborepo']"
generative-models,"['github-action', 'poetry']"
llamafile,"['github', 'github issues', 'github-action']"
solidity,"['circleci', 'docker', 'github issues', 'github-action', 'readthedocs', 'snapscraft']"
koreader,"['circleci', 'codecov', 'dependabot', 'github funding', 'github issues', 'github-action']"
youtube-dl,"['github issues', 'github-action', 'tox']"
LazyVim,"['dependabot', 'github', 'github issues', 'github-action', 'stylua']"
anything-llm,"['devcontainer', 'docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'nodemon', 'npm', 'vscode']"
netty,"['android', 'devcontainer', 'docker', 'docker compose', 'github-action', 'maven', 'maven-wrapper']"
detectron2,"['docker', 'docker-compose', 'github issues', 'github-action']"
NativeScript_NativeScript,"['android', 'apify', 'dependabot', 'eslint', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'lerna', 'npm', 'prettier', 'tsconfig', 'vscode']"
hiddify-app,"['android', 'dependabot', 'flutter', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'vscode']"
Catch2,"['appveyor', 'cmake', 'codecov', 'github funding', 'github-action']"
cloc,"['devcontainer', 'docker', 'github funding', 'github-action', 'vscode']"
julia,"['codecov', 'dependabot', 'devcontainer', 'github-action', 'typos']"
glow,"['dependabot', 'docker', 'github issues', 'github-action', 'golangci-lint', 'goreleaser']"
wails,"['crowdin', 'github', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'npm', 'pnpm', 'prettier', 'tsconfig', 'vscode']"
langflow-ai_langflow,"['codecov', 'dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github issues', 'github-action', 'nginx', 'npm', 'poetry', 'pre-commit', 'prometheus', 'tsconfig', 'vscode']"
fx,"['docker', 'github-action', 'npm', 'snapscraft']"
openui,"['devcontainer', 'docker', 'docker compose', 'flyio', 'github-action', 'gitpod', 'npm', 'pnpm', 'poetry', 'postcss', 'prettier', 'renovate', 'stylelint', 'tsconfig', 'vercel', 'vscode']"
insightface,"['android', 'docker', 'docker-compose', 'gradle', 'gradle-wrapper', 'poetry']"
screenshot-to-code,"['docker', 'docker-compose', 'github funding', 'npm', 'poetry', 'pre-commit', 'tsconfig', 'vscode']"
gpt-researcher,"['dependabot', 'docker', 'docker-compose', 'eslint', 'github-action', 'npm', 'poetry', 'tsconfig']"
qlib,"['deepsource', 'docker', 'github', 'github-action', 'mypy', 'poetry', 'pre-commit', 'readthedocs']"
oh-my-posh,"['dependabot', 'devcontainer', 'docker', 'fuel', 'github', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'markdownlint', 'npm', 'vscode']"
ant-design,"['codecov', 'dependabot', 'devcontainer', 'github funding', 'github issues', 'github-action', 'gitpod', 'npm', 'renovate', 'tsconfig']"
folly,"['dependabot', 'devcontainer', 'github-action']"
zod,"['changesets', 'devcontainer', 'github-action', 'npm', 'pnpm', 'tsconfig', 'vscode']"
compose-multiplatform,"['android', 'docker', 'github issues', 'github-action', 'gradle', 'gradle-wrapper']"
yup,"['github-action', 'npm', 'renovate', 'tsconfig', 'yarn']"
slate,"['changesets', 'eslint', 'gitbook', 'github issues', 'github-action', 'lerna', 'markdownlint', 'npm', 'tsconfig', 'vscode', 'yarn']"
ExplorerPatcher,"['github issues', 'github-action']"
XX-Net,"['django', 'github-action']"
Dapper,"['appveyor', 'github funding', 'github-action']"
playwright,"['android', 'dependabot', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'maven', 'npm', 'tsconfig']"
kotaemon,"['django', 'docker', 'flyio', 'github issues', 'github-action', 'mkdocs', 'poetry', 'pre-commit']"
sequelize,"['docker-compose', 'github funding', 'github issues', 'github-action', 'lerna', 'markdownlint', 'npm', 'prettier', 'renovate', 'tsconfig', 'yarn']"
ai-hedge-fund,"['dependabot', 'docker', 'docker-compose', 'npm', 'pnpm', 'poetry', 'tsconfig']"
OCRmyPDF,"['dependabot', 'docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs', 'reuse', 'snapscraft']"
imgui,"['github funding', 'github issues', 'github-action']"
bettercap,"['docker', 'github funding', 'github issues', 'github-action']"
serve,"['codecov', 'docker', 'github', 'github issues', 'github-action', 'poetry', 'pre-commit']"
unsloth,"['github funding', 'github-action', 'poetry']"
valkey,"['appveyor', 'cirrus', 'codecov', 'dependabot', 'github', 'github issues', 'github-action', 'lerna', 'travis', 'typos']"
typeorm,"['docker-compose', 'github funding', 'github issues', 'github-action', 'mocha', 'npm', 'prettier', 'tsconfig', 'vscode']"
dub,"['docker-compose', 'github-action', 'npm', 'pnpm', 'stripe', 'tsconfig', 'turborepo', 'vercel']"
wiki,"['cypress', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'helm', 'kubernetes', 'npm', 'vscode']"
airbnb_lottie-ios,"['github funding', 'github-action', 'npm']"
composer,"['dependabot', 'github-action']"
ruff,"['cargo', 'clippy', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'markdownlint', 'mkdocs', 'npm', 'poetry', 'pre-commit', 'rust', 'rustfmt', 'tsconfig', 'typos', 'vscode', 'wrangler']"
traefik,"['docker', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'jekyll', 'npm', 'prettier', 'tsconfig', 'yarn']"
ml-agents,"['django', 'docker', 'github', 'github issues', 'github-action', 'mkdocs', 'npm', 'pre-commit']"
WordPress,"['npm', 'stylelint']"
toeverything_AFFiNE,"['android', 'cargo', 'codecov', 'crowdin', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'helm', 'kubernetes', 'nginx', 'npm', 'renovate', 'rust', 'rustfmt', 'taplo', 'tsconfig', 'vscode', 'yarn']"
libuv,"['dependabot', 'github-action', 'readthedocs']"
cmder,"['dependabot', 'github', 'github issues', 'github-action']"
protobuf,"['appveyor', 'buf', 'dependabot', 'github issues', 'github-action', 'maven', 'readthedocs']"
reveal.js,"['github funding', 'github-action', 'npm']"
handsontable_handsontable,"['angular', 'dependabot', 'eslint', 'github issues', 'github-action', 'npm', 'pnpm', 'tsconfig']"
BerriAI_litellm,"['circleci', 'codecov', 'dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'helm', 'kubernetes', 'mypy', 'npm', 'poetry', 'pre-commit', 'prometheus', 'ruff', 'tsconfig', 'wrangler']"
OpenBB-finance_OpenBB,"['cargo', 'django', 'github', 'github issues', 'github-action', 'npm', 'poetry', 'pre-commit', 'ruff', 'tsconfig']"
tabler-icons,"['dependabot', 'github', 'github funding', 'github issues', 'github-action', 'npm', 'pnpm', 'tsconfig', 'turborepo', 'vscode']"
dokku,"['chart testing', 'circleci', 'dependabot', 'devcontainer', 'docker', 'github issues', 'github-action', 'kubernetes', 'mkdocs', 'nginx']"
openwrt,"['devcontainer', 'github', 'github funding', 'github issues', 'github-action', 'vscode']"
swiper,"['babel', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'npm', 'vscode']"
spring-framework,"['ansible-playbook', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'npm']"
tokio,"['cargo', 'cirrus', 'cross', 'github', 'github funding', 'github issues', 'github-action', 'netlify']"
ente-io_ente,"['android', 'cargo', 'crowdin', 'docker', 'docker-compose', 'flutter', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'nginx', 'npm', 'poetry', 'prettier', 'prometheus', 'tsconfig', 'wrangler']"
remotion-dev_remotion,"['cargo', 'docker', 'github-action', 'npm', 'tsconfig', 'turborepo', 'vercel', 'vscode']"
WxJava,"['circleci', 'github', 'github funding', 'github-action', 'maven', 'maven-wrapper', 'travis']"
SDWebImage,"['codecov', 'github', 'github funding', 'github-action']"
