project,technologies
django,"['django', 'github funding', 'github-action', 'npm', 'poetry', 'pre-commit', 'readthedocs', 'tox']"
xterm.js,"['devcontainer', 'eslint', 'github issues', 'github-action', 'json', 'mocha', 'npm', 'tsconfig', 'vscode']"
openai-python,"['devcontainer', 'docker', 'github issues', 'github-action', 'json', 'mypy', 'poetry', 'yaml']"
diff-so-fancy,"['appveyor', 'circleci', 'github-action', 'nodejs', 'npm', 'travis']"
Real-Time-Voice-Cloning,"['github-action', 'poetry']"
etcher,"['github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'yaml']"
phaserjs_phaser,"['eslint', 'github', 'github funding', 'github-action', 'gitpod', 'json', 'nodejs', 'npm', 'travis', 'tsconfig']"
twenty,"['ansible-playbook', 'configparser', 'crowdin', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'kubernetes', 'lerna', 'npm', 'tsconfig', 'vscode', 'yaml', 'yarn']"
facefusion,"['configparser', 'github funding', 'github-action', 'mypy']"
pdf.js,"['ansible-playbook', 'dependabot', 'github', 'github issues', 'github-action', 'jsdoc', 'json', 'nodejs', 'npm', 'tsconfig']"
bootstrap,"['cspell', 'dependabot', 'eslint', 'github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'stylelint', 'tsconfig', 'vscode', 'yaml']"
wezterm,"['cargo', 'cirrus', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'rustfmt', 'stylua', 'toml']"
Mobile-Security-Framework-MobSF,"['configparser', 'django', 'docker', 'docker-compose', 'github', 'github funding', 'github-action', 'json', 'nginx', 'poetry', 'tox', 'yaml']"
huginn,"['docker', 'docker-compose', 'github funding', 'github-action', 'json', 'yaml']"
redash,"['codecov', 'configparser', 'django', 'docker', 'github', 'github config', 'github-action', 'json', 'netlify', 'npm', 'poetry', 'pre-commit', 'tsconfig', 'yaml']"
eleventy,"['dependabot', 'github', 'github issues', 'github-action', 'nodejs', 'npm', 'prettier', 'tsconfig']"
simple-icons,"['devcontainer', 'docker', 'github', 'github issues', 'github-action', 'json', 'lychee', 'markdownlint', 'nodejs', 'npm', 'prettier']"
drawio-desktop,"['appveyor', 'github funding', 'github-action', 'json', 'npm', 'travis']"
node-red,"['dependabot', 'github issues', 'github-action', 'jsdoc', 'json', 'nodemon', 'npm']"
devdocs,"['docker', 'github', 'github issues', 'github-action', 'json', 'nodejs', 'renovate', 'yaml']"
lazygit,"['appveyor', 'codecov', 'deepsource', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'github', 'github funding', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'toml', 'travis', 'vscode', 'yaml']"
memos,"['buf', 'dependabot', 'docker', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'json', 'npm', 'pnpm', 'swagger', 'tsconfig', 'yaml']"
yfinance,"['dependabot', 'github funding', 'github issues', 'github-action', 'pyright', 'travis', 'yaml']"
react-redux,"['apify', 'codecov', 'eslint', 'github', 'github funding', 'github issues', 'json', 'netlify', 'npm', 'tsconfig', 'vscode', 'yarn']"
commander.js,"['dependabot', 'github funding', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
bat,"['cargo', 'codecov', 'dependabot', 'github funding', 'github issues', 'github-action', 'rustfmt', 'toml']"
postgres,['cirrus']
numpy,"['azure pipelines', 'circleci', 'codecov', 'dependabot', 'devcontainer', 'github', 'github issues', 'github-action', 'json', 'poetry', 'ruff', 'toml', 'yaml']"
RSSHub,"['codecov', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'flyio', 'github', 'github issues', 'github-action', 'gitpod', 'json', 'npm', 'pnpm', 'tsconfig', 'vercel', 'yaml']"
iTerm2-Color-Schemes,"['configparser', 'docker', 'flyio', 'json', 'poetry', 'toml', 'yaml']"
core-js,"['github funding', 'github-action', 'nodejs', 'npm']"
getsentry_sentry,"['angular', 'claude code', 'codecov', 'configparser', 'dependabot', 'django', 'docker', 'github', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'poetry', 'pre-commit', 'tsconfig', 'vercel', 'vscode', 'yaml']"
SmartTube,"['android', 'configparser', 'github funding', 'github issues', 'gradle', 'gradle-wrapper', 'json']"
winutil,"['dependabot', 'github', 'github funding', 'github issues', 'json']"
barry-ran_QtScrcpy,"['configparser', 'github funding', 'github-action', 'json']"
pure,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm']"
helix,"['cargo', 'dependabot', 'github funding', 'github issues', 'github-action', 'rust', 'rustfmt', 'toml']"
Kingfisher,"['github', 'github funding', 'json', 'yaml']"
sops,"['configparser', 'dependabot', 'docker', 'github-action', 'goreleaser', 'json', 'rust', 'yaml']"
TDengine,"['appveyor', 'codecov', 'configparser', 'devcontainer', 'docker', 'docker-compose', 'github-action', 'json', 'maven', 'pre-commit', 'prometheus', 'taoskeeper', 'toml', 'travis', 'yaml']"
matomo-org_matomo,"['bower', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'stylelint', 'travis', 'tsconfig', 'yaml']"
uptime-kuma,"['docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'yaml']"
electron_electron,"['dependabot', 'devcontainer', 'docker-compose', 'eslint', 'github', 'github config', 'github issues', 'github-action', 'json', 'npm', 'tsconfig']"
Sortable,"['bower', 'circleci', 'nodejs', 'npm']"
GSYVideoPlayer,"['android', 'github funding', 'github-action', 'gradle', 'gradle-wrapper', 'jitpack']"
react-bootstrap,"['codecov', 'github issues', 'github-action', 'json', 'npm', 'renovate', 'tsconfig']"
FastChat,"['docker', 'docker-compose', 'github-action', 'json', 'nginx', 'poetry', 'yaml']"
dapr,"['codecov', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'golangci-lint', 'helm', 'json', 'prettier', 'swagger', 'yaml']"
flatbuffers,"['android', 'cargo', 'flutter', 'github', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'maven', 'npm', 'pnpm', 'snapscraft', 'toml', 'tsconfig', 'yaml']"
pipenv,"['deepsource', 'docker', 'github', 'github funding', 'github-action', 'poetry', 'pre-commit', 'readthedocs']"
peft,"['docker', 'github', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit']"
openzeppelin-contracts,"['changesets', 'codecov', 'github', 'github issues', 'github-action', 'json', 'netlify', 'nodejs', 'npm', 'renovate', 'toml']"
payloadcms_payload,"['dependabot', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'prettier', 'tsconfig', 'turborepo', 'vercel', 'vscode']"
ladybird,"['android', 'cmake', 'configparser', 'dependabot', 'devcontainer', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'poetry', 'pre-commit', 'vcpkg']"
seaweedfs,"['cargo', 'configparser', 'dependabot', 'docker', 'docker compose', 'docker-compose', 'github funding', 'github-action', 'helm', 'json', 'maven', 'prometheus', 'snapscraft', 'spring', 'toml', 'yaml']"
cpython,"['configparser', 'dependabot', 'devcontainer', 'github', 'github issues', 'github-action', 'json', 'mypy', 'poetry', 'pre-commit', 'readthedocs', 'ruff', 'toml', 'yaml']"
MiniCPM-o,"['docker', 'github issues', 'json', 'nginx', 'npm', 'pnpm', 'prettier', 'vscode']"
bazel,"['android', 'configparser', 'dependabot', 'github', 'github issues', 'github-action', 'gradle', 'json', 'maven', 'mkdocs', 'tox', 'yaml']"
excelize,"['dependabot', 'github funding', 'github issues', 'github-action']"
chroma,"['bandit', 'cargo', 'docker', 'docker compose', 'docker-compose', 'github', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'npm', 'pnpm', 'poetry', 'pre-commit', 'prettier', 'rust', 'rustfmt', 'taplo', 'tsconfig', 'vscode', 'yaml', 'yarn']"
calibre,"['django', 'github funding', 'github-action', 'json', 'poetry']"
netdata_netdata,"['ansible-playbook', 'cargo', 'chart testing', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'json', 'nginx', 'nodejs', 'npm', 'redis', 'swagger', 'yaml']"
electron-react-boilerplate,"['github', 'github config', 'github funding', 'github-action', 'nodejs', 'npm', 'tsconfig', 'vscode']"
eruda,"['github funding', 'github-action', 'npm', 'prettier']"
delve,"['cirrus', 'deepsource', 'eslint', 'golangci-lint', 'json', 'maven', 'nodejs', 'npm', 'prettier', 'stylelint', 'travis', 'tsconfig']"
timescaledb,"['codecov', 'django', 'github', 'github issues', 'github-action', 'yaml']"
livewire,"['github', 'github funding', 'github issues', 'json', 'nodejs', 'npm', 'vercel', 'vscode', 'yaml']"
okhttp,"['android', 'configparser', 'devcontainer', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'mkdocs', 'renovate', 'toml', 'vscode']"
docsify,"['babel', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'gitpod', 'nodejs', 'npm', 'prettier', 'vercel', 'vscode']"
supabase_supabase,"['deno', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github-action', 'json', 'npm', 'pnpm', 'toml', 'tsconfig', 'turborepo', 'vercel', 'yaml']"
alacritty,"['cargo', 'github-action', 'rustfmt', 'yaml']"
cube,"['angular', 'cargo', 'codecov', 'configparser', 'cross', 'dependabot', 'docker', 'docker-compose', 'github', 'github-action', 'json', 'lerna', 'npm', 'poetry', 'rust', 'rustfmt', 'toml', 'tsconfig', 'yaml', 'yarn']"
terminal,"['configparser', 'github', 'github issues', 'github-action', 'json', 'vcpkg', 'vscode', 'yaml']"
langchain,"['dependabot', 'devcontainer', 'docker', 'docker compose', 'github', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit', 'readthedocs', 'yaml']"
tree-sitter_tree-sitter,"['cargo', 'dependabot', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'toml', 'zed']"
vanna,"['github', 'json', 'poetry', 'pre-commit', 'tox']"
GoogleChrome_lighthouse,"['codecov', 'dependabot', 'github', 'github issues', 'github-action', 'json', 'npm', 'tsconfig', 'vercel', 'yaml']"
penpot,"['cargo', 'circleci', 'docker', 'docker compose', 'github', 'github config', 'github issues', 'github-action', 'gitpod', 'json', 'nginx', 'npm', 'postgresql', 'prettier', 'travis', 'vscode', 'yarn']"
cobalt,"['deepsource', 'docker', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig']"
HandBrake,"['dependabot', 'github issues', 'github-action', 'json']"
Wox,"['flutter', 'github-action', 'json', 'lefthook', 'npm', 'pnpm', 'poetry', 'prettier', 'tsconfig', 'vscode', 'yaml']"
localsend,"['android', 'dependabot', 'flutter', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'rust', 'yaml']"
glances,"['docker', 'docker-compose', 'github funding', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'readthedocs', 'renovate', 'snapscraft', 'sonar-qube', 'tox', 'yaml']"
Sa-Token,"['configparser', 'json', 'maven', 'nodejs', 'npm', 'spring', 'yaml']"
lede,"['configparser', 'github issues', 'github-action', 'json', 'yaml']"
googletest,['github issues']
siyuan,"['docker', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'yaml']"
smolagents,"['github-action', 'poetry', 'pre-commit', 'toml', 'yaml']"
firecrawl,"['cargo', 'dependabot', 'docker', 'docker compose', 'flyio', 'github', 'github-action', 'json', 'nodejs', 'npm', 'pnpm', 'poetry', 'tsconfig']"
Genesis,"['docker', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit']"
tailwindcss,"['cargo', 'eslint', 'github issues', 'github-action', 'npm', 'pnpm', 'rust', 'rustfmt', 'tsconfig', 'turborepo']"
directus_directus,"['changesets', 'codecov', 'crowdin', 'dependabot', 'docker', 'docker-compose', 'github', 'github funding', 'github issues', 'github-action', 'json', 'kubernetes', 'npm', 'pnpm', 'prettier', 'stylelint', 'tsconfig', 'vscode', 'yaml']"
anime,"['babel', 'github funding', 'github issues', 'npm', 'tsconfig']"
bcc,"['github', 'github-action', 'snapscraft', 'travis']"
automa,"['dependabot', 'github funding', 'json', 'npm', 'pnpm', 'vscode']"
fiber,"['codecov', 'dependabot', 'github', 'github config', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'markdownlint']"
OpenClash,"['github funding', 'github issues', 'github-action', 'json', 'yaml']"
colly,"['codecov', 'github issues', 'github-action']"
ace,"['amplify', 'ansible-playbook', 'configparser', 'docker', 'github issues', 'github-action', 'json', 'npm', 'toml', 'tsconfig', 'yaml']"
nlohmann_json,"['cirrus', 'dependabot', 'github', 'github config', 'github funding', 'github issues', 'github-action', 'json']"
brave-browser,"['github', 'github issues', 'github-action', 'nodejs', 'npm', 'renovate']"
SeleniumHQ_selenium,"['cargo', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'gitpod', 'json', 'maven', 'npm', 'pnpm', 'poetry', 'readthedocs', 'renovate', 'rubocop', 'sonar-qube', 'toml', 'tox', 'tsconfig', 'yaml']"
ws,"['github funding', 'github issues', 'github-action', 'json', 'npm', 'prettier']"
goaccess,"['docker', 'github funding', 'github-action', 'json', 'nginx', 'snapscraft', 'yaml']"
onlook,"['deno', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github-action', 'json', 'npm', 'toml', 'tsconfig', 'vscode']"
dev-sidecar,"['github-action', 'npm', 'pnpm']"
skywalking,"['configparser', 'docker', 'docker-compose', 'github', 'github issues', 'json', 'kubernetes', 'maven', 'maven-wrapper', 'spring', 'yaml']"
Kong_insomnia,"['docker', 'github config', 'github issues', 'github-action', 'json', 'markdownlint', 'npm', 'tsconfig', 'vscode', 'yaml']"
SingleFile,"['github funding', 'json', 'nodejs', 'npm']"
ripgrep,"['cargo', 'github funding', 'github issues', 'github-action', 'rustfmt']"
oven-sh_bun,"['buildkite', 'bun', 'cargo', 'claude code', 'docker', 'github', 'github issues', 'github-action', 'json', 'npm', 'oxc', 'rustfmt', 'tsconfig', 'typos', 'vscode', 'yaml']"
xbmc,"['django', 'github', 'github funding', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'sonar-qube']"
rclone_rclone,"['dependabot', 'docker', 'docker compose', 'github issues', 'github-action', 'golangci-lint', 'json', 'markdownlint', 'yaml']"
manim,"['github issues', 'github-action', 'poetry', 'yaml']"
eslint,"['codeclimate', 'dependabot', 'github', 'github issues', 'github-action', 'json', 'markdownlint', 'npm', 'pre-commit', 'prettier', 'tsconfig', 'yaml']"
statsd,"['docker', 'docker-compose', 'github-action', 'nodejs', 'npm', 'yaml']"
refined-github,"['github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
FreeTubeApp_FreeTube,"['dependabot', 'github', 'github issues', 'github-action', 'json', 'lefthook', 'npm', 'vscode', 'yaml']"
leetcode,"['docker', 'github funding', 'github-action', 'json', 'nodejs', 'npm']"
react-spring,"['changesets', 'github funding', 'github issues', 'github-action', 'npm', 'renovate', 'tsconfig', 'turborepo', 'yarn']"
invoke-ai_InvokeAI,"['docker', 'docker-compose', 'github', 'github issues', 'github-action', 'json', 'mkdocs', 'npm', 'pnpm', 'poetry', 'pre-commit', 'prettier', 'tsconfig', 'yaml']"
Inquirer.js,"['codecov', 'dependabot', 'github funding', 'github-action', 'json', 'lerna', 'npm', 'oxc', 'tsconfig', 'turborepo', 'yaml', 'yarn']"
godot,"['android', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'yaml']"
wg-easy,"['dependabot', 'docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'prettier', 'tsconfig', 'vscode']"
AgentGPT,"['dependabot', 'django', 'docker', 'docker-compose', 'eslint', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'tsconfig']"
scrcpy,"['android', 'github funding', 'github-action', 'gradle', 'gradle-wrapper']"
vagrant,"['dependabot', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'vercel', 'yaml']"
cypress-io_cypress,"['circleci', 'cspell', 'cypress', 'docker-compose', 'eslint', 'github', 'github issues', 'github-action', 'json', 'lerna', 'mocha', 'npm', 'renovate', 'tsconfig', 'tslint', 'vscode', 'yaml']"
leptos,"['cargo', 'cargo-make', 'dependabot', 'docker-compose', 'github funding', 'github issues', 'github-action', 'json', 'nginx', 'nodejs', 'npm', 'rust', 'rustfmt', 'toml', 'trunk', 'tsconfig', 'vscode', 'yaml']"
zellij-org_zellij,"['cargo', 'dependabot', 'docker-compose', 'github funding', 'github issues', 'github-action', 'json', 'rust', 'rustfmt', 'yaml']"
fish-shell,"['cargo', 'cirrus', 'clippy', 'docker', 'github', 'github-action', 'toml', 'yaml']"
gatsbyjs_gatsby,"['circleci', 'docker', 'eslint', 'github', 'github issues', 'github-action', 'gitpod', 'json', 'lerna', 'nodejs', 'npm', 'tsconfig']"
taipy,"['docker', 'github', 'github issues', 'github-action', 'json', 'mypy', 'nodejs', 'npm', 'poetry', 'pre-commit', 'toml', 'tsconfig']"
mall,"['configparser', 'docker', 'docker-compose', 'json', 'maven', 'nginx', 'spring']"
alpine,"['cypress', 'github funding', 'github issues', 'json', 'nodejs', 'npm']"
tornado,"['codecov', 'docker', 'docker-compose', 'github', 'github-action', 'poetry', 'readthedocs', 'tox']"
opencv,"['android', 'docker', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'maven', 'npm', 'yaml']"
prophet,"['deepsource', 'docker', 'docker-compose', 'github-action', 'poetry', 'travis']"
asdf,"['dependabot', 'github issues', 'github-action', 'json']"
MetaGPT,"['chart testing', 'devcontainer', 'docker', 'docker compose', 'github', 'github issues', 'jekyll', 'json', 'npm', 'pre-commit', 'prettier', 'ruff', 'tsconfig', 'yaml']"
joi,"['github-action', 'npm']"
hugo,"['circleci', 'dependabot', 'docker', 'github issues', 'github-action', 'hugoreleaser', 'npm', 'snapscraft']"
powerlevel10k,"['json', 'vscode']"
faceswap,"['django', 'github funding', 'readthedocs', 'yaml']"
vue2-elm,"['github-action', 'npm']"
Chat2DB,"['configparser', 'docker', 'docker-compose', 'github issues', 'github-action', 'json', 'maven', 'npm', 'spring', 'tsconfig', 'vscode']"
ray-project_ray,"['configparser', 'dependabot', 'django', 'docker', 'fuel', 'github', 'github issues', 'github-action', 'json', 'kubernetes', 'maven', 'npm', 'poetry', 'pre-commit', 'prometheus', 'readthedocs', 'toml', 'tsconfig', 'yaml']"
intro.js,"['dependabot', 'github', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig']"
Magisk,"['android', 'cargo', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'toml']"
raylib,"['android', 'configparser', 'github funding', 'github issues', 'github-action', 'json', 'vscode']"
daytona,"['devcontainer', 'docker', 'docker compose', 'github', 'golangci-lint', 'json', 'lerna', 'npm', 'poetry', 'swagger', 'tox', 'tsconfig', 'vscode', 'yaml', 'yarn']"
MPAndroidChart,"['android', 'github funding', 'gradle', 'gradle-wrapper', 'maven']"
NvChad,['stylua']
youtube-music,"['github issues', 'github-action', 'json', 'npm', 'pnpm', 'renovate', 'tsconfig', 'yaml']"
RustPython,"['cargo', 'cspell', 'dependabot', 'devcontainer', 'docker', 'github', 'github-action', 'gitpod', 'json', 'mypy', 'nodejs', 'npm', 'ruff', 'rust', 'rustfmt', 'toml', 'vscode', 'yaml']"
fastai,"['configparser', 'dependabot', 'devcontainer', 'docker-compose', 'github-action', 'poetry', 'yaml']"
theia,"['eslint', 'github', 'github issues', 'github-action', 'gitpod', 'json', 'lerna', 'nodejs', 'npm', 'tsconfig', 'vscode', 'yaml']"
APIJSON,"['github issues', 'maven', 'spring']"
servo_servo,"['android', 'cargo', 'dependabot', 'github', 'github funding', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'poetry', 'rust', 'rustfmt', 'taplo', 'toml', 'vscode']"
crystal,"['circleci', 'github', 'github issues', 'github-action', 'renovate', 'typos', 'yaml']"
github-readme-stats,"['codecov', 'dependabot', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'prettier', 'vercel', 'vscode']"
fastapi,"['dependabot', 'github', 'github funding', 'github issues', 'github-action', 'poetry', 'pre-commit']"
recharts,"['dependabot', 'github funding', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'yaml']"
svelte,"['changesets', 'github funding', 'github issues', 'github-action', 'json', 'knip', 'npm', 'pnpm', 'tsconfig', 'vscode']"
next-auth,"['dependabot', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'json', 'lefthook', 'npm', 'pnpm', 'toml', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml']"
jadx,"['configparser', 'dependabot', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'jitpack', 'typos', 'yaml']"
trivy,"['buf', 'dependabot', 'docker', 'github', 'github issues', 'golangci-lint', 'helm', 'json', 'kubernetes', 'mkdocs', 'yaml']"
ncnn,"['dependabot', 'github', 'github-action', 'poetry', 'yaml']"
jest,"['codecov', 'crowdin', 'github funding', 'github issues', 'github-action', 'gitpod', 'jest', 'json', 'lerna', 'netlify', 'npm', 'tsconfig', 'vscode', 'yaml', 'yarn']"
ruoyi-vue-pro,"['configparser', 'docker', 'docker compose', 'docker-compose', 'github-action', 'json', 'maven', 'spring']"
react-admin,"['github', 'github funding', 'github-action', 'json', 'lerna', 'npm', 'tsconfig', 'vercel', 'yaml', 'yarn']"
fullcalendar,"['github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'turborepo', 'vscode']"
tldraw_tldraw,"['apify', 'claude code', 'configparser', 'docker-compose', 'github', 'github issues', 'github-action', 'json', 'lerna', 'npm', 'toml', 'tsconfig', 'tsdoc', 'vercel', 'vscode', 'wrangler', 'yarn']"
anki,"['cargo', 'docker', 'github issues', 'json', 'mypy', 'npm', 'poetry', 'ruff', 'rust', 'rustfmt', 'toml', 'tsconfig', 'yarn']"
cosmopolitan,"['configparser', 'github', 'github funding', 'github issues', 'github-action', 'vscode']"
nvm,"['docker', 'github funding', 'github issues', 'github-action', 'npm', 'travis']"
pi-hole,"['dependabot', 'github', 'github-action']"
compiler-explorer_compiler-explorer,"['biomejs', 'codecov', 'configparser', 'devcontainer', 'docker', 'github', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'tsconfig', 'yaml']"
heroicons,"['github issues', 'github-action', 'nodejs', 'npm']"
nushell,"['cargo', 'clippy', 'cross', 'dependabot', 'docker', 'github', 'github issues', 'github-action', 'json', 'rust', 'typos']"
reflex,"['devcontainer', 'docker', 'github', 'github-action', 'json', 'poetry', 'yaml']"
podman,"['appveyor', 'cirrus', 'codecov', 'deepsource', 'docker', 'github', 'github issues', 'github-action', 'golangci-lint', 'goreleaser', 'jekyll', 'json', 'markdownlint', 'poetry', 'pre-commit', 'readthedocs', 'renovate', 'swagger', 'toml', 'travis', 'yaml']"
BabylonJS_Babylon.js,"['github-action', 'json', 'lerna', 'npm', 'tsconfig', 'tsdoc', 'vscode']"
GPT-SoVITS,"['docker', 'docker compose', 'github', 'json', 'pre-commit', 'yaml']"
doomemacs,"['bower', 'cargo', 'docker-compose', 'github issues', 'github-action', 'npm']"
anoma,"['docker', 'github', 'github-action', 'json']"
notepad-plus-plus,"['appveyor', 'configparser', 'dependabot', 'github issues', 'github-action', 'travis']"
OI-wiki,"['docker', 'github config', 'github funding', 'github issues', 'github-action', 'gitpod', 'json', 'mkdocs', 'netlify', 'npm', 'tsconfig']"
apache_shardingsphere,"['chart testing', 'codecov', 'configparser', 'docker', 'github-action', 'json', 'maven', 'maven-wrapper', 'yaml']"
Ice,"['github funding', 'github issues', 'github-action', 'json', 'swiftlint']"
CodeEdit,"['github', 'github funding', 'github issues', 'github-action', 'jekyll', 'json', 'swiftlint']"
spring-cloud-alibaba,"['circleci', 'codecov', 'configparser', 'docker', 'docker-compose', 'github', 'github issues', 'github-action', 'helm', 'json', 'maven', 'maven-wrapper', 'spring', 'yaml']"
mui_material-ui,"['circleci', 'codecov', 'configparser', 'crowdin', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'lerna', 'netlify', 'npm', 'pnpm', 'renovate', 'tsconfig', 'vercel', 'vscode', 'yaml']"
deskreen,"['codecov', 'github', 'github config', 'github funding', 'github-action', 'json', 'nodejs', 'npm', 'sonar-qube', 'tsconfig', 'vscode']"
supervision,"['dependabot', 'github issues', 'github-action', 'mkdocs', 'poetry', 'pre-commit', 'tox']"
mlflow_mlflow,"['configparser', 'docker', 'docker-compose', 'eslint', 'github', 'github issues', 'github-action', 'json', 'log4j', 'maven', 'nginx', 'nodejs', 'npm', 'poetry', 'pre-commit', 'toml', 'tsconfig', 'vscode', 'yaml', 'yarn']"
pm2,"['github', 'github-action', 'nodejs', 'npm', 'tsconfig']"
jellyfin,"['devcontainer', 'github', 'github issues', 'github-action', 'json', 'renovate', 'vscode']"
gulp,"['github-action', 'npm', 'yaml']"
unilm,"['chart testing', 'circleci', 'docker', 'github', 'github-action', 'json', 'mypy', 'poetry', 'pre-commit', 'yaml']"
pathway,"['cargo', 'clippy', 'github issues', 'github-action', 'poetry', 'rust', 'travis']"
svgo,"['dependabot', 'github issues', 'github-action', 'npm', 'tsconfig', 'yarn']"
mediapipe,"['android', 'docker', 'github', 'github issues', 'gradle', 'gradle-wrapper', 'json', 'npm', 'tsconfig']"
SwiftyJSON,"['github-action', 'json', 'swiftlint', 'yaml']"
go-kratos_kratos,"['buf', 'codecov', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'yaml']"
styled-components,"['changesets', 'github funding', 'github-action', 'npm', 'tsconfig', 'vscode', 'yarn']"
go-redis,"['dependabot', 'docker-compose', 'github', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'prettier', 'toml', 'yaml']"
ntfy,"['docker', 'docker-compose', 'github', 'github funding', 'gitpod', 'goreleaser', 'json', 'mkdocs', 'nodejs', 'npm', 'yaml']"
envoy,"['android', 'buf', 'cargo', 'chart testing', 'dependabot', 'devcontainer', 'docker', 'docker-compose', 'github config', 'github issues', 'github-action', 'json', 'pre-commit', 'rustfmt', 'swiftlint', 'toml', 'vscode', 'yaml']"
dockge,"['docker', 'github', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'tsconfig', 'yaml']"
withastro_astro,"['changesets', 'devcontainer', 'docker', 'eslint', 'github', 'github issues', 'github-action', 'gitpod', 'json', 'npm', 'pnpm', 'tsconfig', 'turborepo', 'vscode', 'zed']"
NextChat,"['cargo', 'dependabot', 'docker', 'docker-compose', 'eslint', 'github issues', 'github-action', 'gitpod', 'json', 'npm', 'tsconfig', 'vercel']"
monica,"['dependabot', 'devcontainer', 'docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'prettier', 'vscode', 'yaml', 'yarn']"
validator,"['dependabot', 'github issues', 'github-action', 'golangci-lint']"
markitdown,"['dependabot', 'devcontainer', 'docker', 'github-action', 'poetry', 'pre-commit']"
mocha,"['dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'markdownlint', 'mocha', 'netlify', 'nodejs', 'npm', 'prettier', 'tsconfig']"
framework7,"['github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'travis', 'vscode']"
vue-vben-admin,"['changesets', 'cspell', 'dependabot', 'docker', 'github', 'github config', 'github issues', 'github-action', 'gitpod', 'json', 'lefthook', 'nginx', 'npm', 'pnpm', 'tsconfig', 'turborepo', 'vscode', 'yaml']"
